file: input.txt;;;;;;;;;;
Bytes read: 872699;;;;;;;;;;
============;;;;;;;;;;
;;;;;;;;;;
71;;0.497;;;;;;0.355;81;
72;;0.504;;;;;;0.360;80;
73;;0.511;;;;;;0.365;77;
74;;0.518;;;;;;0.370;89;
75;;0.525;;;;;;0.375;83;
76;;0.532;;;;;;0.380;67;
77;;0.539;;;;;;0.385;64;
78;;0.546;;;;;;0.390;60;
79;;0.553;;;;;;0.395;68;
80;;0.560;;;;;;0.400;77;
81;;0.567;;;;;;0.405;69;
82;;0.574;;;;;;0.410;74;
83;;0.581;;;;;;0.415;69;
84;;0.588;;;;;;0.420;82;
85;;0.595;;;;;;0.425;75;
86;;0.602;;;;;;0.430;81;
87;;0.609;;;;;;0.435;72;
88;;0.616;;;;;;0.440;81;
89;;0.623;;;;;;0.445;76;
90;;0.630;;;;;;0.450;93;
91;;0.637;;;;;;0.455;78;
92;;0.644;;;;;;0.460;65;
93;;0.651;;;;;;0.465;86;
94;;0.658;;;;;;0.470;66;
95;;0.665;;;;;;0.475;77;
96;;0.672;;;;;;0.480;80;
97;;0.679;;;;;;0.485;82;
98;;0.686;;;;;;0.490;74;
99;;0.693;;;;;;0.495;63;
100;;0.700;;;;;;0.500;84;
101;;0.707;;;;;;0.505;89;
102;;0.714;;;;;;0.510;99;
103;;0.721;;;;;;0.515;76;
104;;0.728;;;;;;0.520;88;
105;;0.735;;;;;;0.525;72;
106;;0.742;;;;;;0.530;69;
107;;0.749;;;;;;0.535;95;
108;;0.756;;;;;;0.540;68;
109;;0.763;;;;;;0.545;77;
110;;0.770;;;;;;0.550;97;
111;;0.777;;;;;;0.555;82;
112;;0.784;;;;;;0.560;83;
113;;0.791;;;;;;0.565;74;
114;;0.798;;;;;;0.570;72;
115;;0.805;;;;;;0.575;79;
116;;0.812;;;;;;0.580;66;
117;;0.819;;;;;;0.585;90;
118;;0.826;;;;;;0.590;85;
119;;0.833;;;;;;0.595;81;
120;;0.840;;;;;;0.600;78;
121;;0.847;;;;;;0.605;61;
122;;0.854;;;;;;0.610;70;
123;;0.861;;;;;;0.615;84;
124;;0.868;;;;;;0.620;92;
125;;0.875;;;;;;0.625;94;
126;;0.882;;;;;;0.630;54;
127;;0.889;;;;;;0.635;71;
;;;;;;;;1.000;86;Running Hash XX_HASH
============;;;;;;;;1.005;81;
;;;;;;;;1.010;70;
bucket 0;;;;;;;;1.015;76;
bucket 1;;;;;;;;1.020;88;
bucket 2;;;;;;;;1.025;69;
bucket 3;;;;;;;;1.030;85;
bucket 4;;;;;;;;1.035;91;
bucket 5;;;;;;;;1.040;74;
bucket 6;;;;;;;;1.045;66;
bucket 7;;;;;;;;1.050;76;
bucket 8;;;;;;;;1.055;79;
bucket 9;;;;;;;;1.060;76;
bucket 10;;;;;;;;1.065;81;
bucket 11;;;;;;;;1.070;80;
bucket 12;;;;;;;;1.075;81;
bucket 13;;;;;;;;1.080;85;
bucket 14;;;;;;;;1.085;76;
bucket 15;;;;;;;;1.090;83;
bucket 16;;;;;;;;1.095;83;
bucket 17;;;;;;;;1.100;79;
bucket 18;;;;;;;;1.105;76;
bucket 19;;;;;;;;1.110;65;
bucket 20;;;;;;;;1.115;77;
bucket 21;;;;;;;;1.120;81;
bucket 22;;;;;;;;1.125;99;
bucket 23;;;;;;;;1.130;81;
bucket 24;;;;;;;;1.135;53;
bucket 25;;;;;;;;1.140;71;
bucket 26;;;;;;;;1.145;76;
bucket 27;;;;;;;;1.150;94;
bucket 28;;;;;;;;1.155;86;
bucket 29;;;;;;;;1.160;75;
bucket 30;;;;;;;;1.165;72;
bucket 31;;;;;;;;1.170;75;
bucket 32;;;;;;;;1.175;80;
bucket 33;;;;;;;;1.180;91;
bucket 34;;;;;;;;1.185;84;
bucket 35;;;;;;;;1.190;77;
bucket 36;;;;;;;;1.195;62;
bucket 37;;;;;;;;1.200;67;
bucket 38;;;;;;;;1.205;75;
bucket 39;;;;;;;;1.210;99;
bucket 40;;;;;;;;1.215;86;
bucket 41;;;;;;;;1.220;73;
bucket 42;;;;;;;;1.225;80;
bucket 43;;;;;;;;1.230;78;
bucket 44;;;;;;;;1.235;88;
bucket 45;;;;;;;;1.240;89;
bucket 46;;;;;;;;1.245;79;
bucket 47;;;;;;;;1.250;82;
bucket 48;;;;;;;;1.255;69;
bucket 49;;;;;;;;1.260;82;
bucket 50;;;;;;;;1.265;87;
bucket 51;;;;;;;;1.270;84;
bucket 52;;;;;;;;1.275;74;
bucket 53;;;;;;;;1.280;77;
bucket 54;;;;;;;;1.285;92;
bucket 55;;;;;;;;1.290;89;
bucket 56;;;;;;;;1.295;61;
bucket 57;;;;;;;;1.300;75;
bucket 58;;;;;;;;1.305;71;
bucket 59;;;;;;;;1.310;77;
bucket 60;;;;;;;;1.315;69;
bucket 61;;;;;;;;1.320;63;
bucket 62;;;;;;;;1.325;60;
bucket 63;;;;;;;;1.330;69;
bucket 64;;;;;;;;1.335;98;
bucket 65;;;;;;;;1.340;70;
bucket 66;;;;;;;;1.345;80;
bucket 67;;;;;;;;1.350;75;
bucket 68;;;;;;;;1.355;81;
bucket 69;;;;;;;;1.360;87;
bucket 70;;;;;;;;1.365;81;
bucket 71;;;;;;;;1.370;71;
bucket 72;;;;;;;;1.375;74;
bucket 73;;;;;;;;1.380;87;
bucket 74;;;;;;;;1.385;65;
bucket 75;;;;;;;;1.390;76;
bucket 76;;;;;;;;1.395;83;
bucket 77;;;;;;;;1.400;59;
bucket 78;;;;;;;;1.405;75;
bucket 79;;;;;;;;1.410;78;
bucket 80;;;;;;;;1.415;79;
bucket 81;;;;;;;;1.420;81;
bucket 82;;;;;;;;1.425;68;
bucket 83;;;;;;;;1.430;82;
bucket 84;;;;;;;;1.435;73;
bucket 85;;;;;;;;1.440;66;
bucket 86;;;;;;;;1.445;64;
bucket 87;;;;;;;;1.450;63;
bucket 88;;;;;;;;1.455;77;
bucket 89;;;;;;;;1.460;78;
bucket 90;;;;;;;;1.465;97;
bucket 91;;;;;;;;1.470;98;
bucket 92;;;;;;;;1.475;74;
bucket 93;;;;;;;;1.480;78;
bucket 94;;;;;;;;1.485;73;
bucket 95;;;;;;;;1.490;71;
bucket 96;;;;;;;;1.495;74;
bucket 97;;;;;;;;1.500;81;
bucket 98;;;;;;;;1.505;75;
bucket 99;;;;;;;;1.510;86;
bucket 100;;;;;;;;1.515;87;
bucket 101;;;;;;;;1.520;79;
bucket 102;;;;;;;;1.525;61;
bucket 103;;;;;;;;1.530;84;
bucket 104;;;;;;;;1.535;84;
bucket 105;;;;;;;;1.540;79;
bucket 106;;;;;;;;1.545;86;
bucket 107;;;;;;;;1.550;74;
bucket 108;;;;;;;;1.555;85;
bucket 109;;;;;;;;1.560;85;
bucket 110;;;;;;;;1.565;80;
bucket 111;;;;;;;;1.570;65;
bucket 112;;;;;;;;1.575;102;
bucket 113;;;;;;;;1.580;88;
bucket 114;;;;;;;;1.585;76;
bucket 115;;;;;;;;1.590;73;
bucket 116;;;;;;;;1.595;75;
bucket 117;;;;;;;;1.600;82;
bucket 118;;;;;;;;1.605;86;
bucket 119;;;;;;;;1.610;73;
bucket 120;;;;;;;;1.615;66;
bucket 121;;;;;;;;1.620;78;
bucket 122;;;;;;;;1.625;64;
bucket 123;;;;;;;;1.630;95;
bucket 124;;;;;;;;1.635;80;
bucket 125;;2.000;;;;;;2.000;103;Running Hash MURMUR
bucket 126;;2.007;;;;;;2.005;69;
bucket 127;;2.014;;;;;;2.010;84;
10000;;2.021;;;;;;2.015;87;
============;;2.028;;;;;;2.020;66;
;;2.035;;;;;;2.025;80;
bucket 0;;2.042;;;;;;2.030;85;
bucket 1;;2.049;;;;;;2.035;89;
bucket 2;;2.056;;;;;;2.040;74;
bucket 3;;2.063;;;;;;2.045;85;
bucket 4;;2.070;;;;;;2.050;99;
bucket 5;;2.077;;;;;;2.055;70;
bucket 6;;2.084;;;;;;2.060;76;
bucket 7;;2.091;;;;;;2.065;87;
bucket 8;;2.098;;;;;;2.070;79;
bucket 9;;2.105;;;;;;2.075;87;
bucket 10;;2.112;;;;;;2.080;98;
bucket 11;;2.119;;;;;;2.085;80;
bucket 12;;2.126;;;;;;2.090;75;
bucket 13;;2.133;;;;;;2.095;61;
bucket 14;;2.140;;;;;;2.100;84;
bucket 15;;2.147;;;;;;2.105;82;
bucket 16;;2.154;;;;;;2.110;65;
bucket 17;;2.161;;;;;;2.115;82;
bucket 18;;2.168;;;;;;2.120;84;
bucket 19;;2.175;;;;;;2.125;79;
bucket 20;;2.182;;;;;;2.130;76;
bucket 21;;2.189;;;;;;2.135;69;
bucket 22;;2.196;;;;;;2.140;65;
bucket 23;;2.203;;;;;;2.145;85;
bucket 24;;2.210;;;;;;2.150;85;
bucket 25;;2.217;;;;;;2.155;89;
bucket 26;;2.224;;;;;;2.160;84;
bucket 27;;2.231;;;;;;2.165;70;
bucket 28;;2.238;;;;;;2.170;70;
bucket 29;;2.245;;;;;;2.175;86;
bucket 30;;2.252;;;;;;2.180;81;
bucket 31;;2.259;;;;;;2.185;71;
bucket 32;;2.266;;;;;;2.190;64;
bucket 33;;2.273;;;;;;2.195;76;
bucket 34;;2.280;;;;;;2.200;76;
bucket 35;;2.287;;;;;;2.205;73;
bucket 36;;2.294;;;;;;2.210;78;
bucket 37;;2.301;;;;;;2.215;73;
bucket 38;;2.308;;;;;;2.220;69;
bucket 39;;2.315;;;;;;2.225;77;
bucket 40;;2.322;;;;;;2.230;88;
bucket 41;;2.329;;;;;;2.235;70;
bucket 42;;2.336;;;;;;2.240;61;
bucket 43;;2.343;;;;;;2.245;73;
bucket 44;;2.350;;;;;;2.250;77;
bucket 45;;2.357;;;;;;2.255;62;
bucket 46;;2.364;;;;;;2.260;84;
bucket 47;;2.371;;;;;;2.265;70;
bucket 48;;2.378;;;;;;2.270;68;
bucket 49;;2.385;;;;;;2.275;78;
bucket 50;;2.392;;;;;;2.280;72;
bucket 51;;2.399;;;;;;2.285;78;
bucket 52;;2.406;;;;;;2.290;90;
bucket 53;;2.413;;;;;;2.295;92;
bucket 54;;2.420;;;;;;2.300;81;
bucket 55;;2.427;;;;;;2.305;90;
bucket 56;;2.434;;;;;;2.310;87;
bucket 57;;2.441;;;;;;2.315;104;
bucket 58;;2.448;;;;;;2.320;73;
bucket 59;;2.455;;;;;;2.325;60;
bucket 60;;2.462;;;;;;2.330;68;
bucket 61;;2.469;;;;;;2.335;93;
bucket 62;;2.476;;;;;;2.340;78;
bucket 63;;2.483;;;;;;2.345;82;
bucket 64;;2.490;;;;;;2.350;99;
bucket 65;;2.497;;;;;;2.355;60;
bucket 66;;2.504;;;;;;2.360;55;
bucket 67;;2.511;;;;;;2.365;70;
bucket 68;;2.518;;;;;;2.370;75;
bucket 69;;2.525;;;;;;2.375;84;
bucket 70;;2.532;;;;;;2.380;74;
bucket 71;;2.539;;;;;;2.385;75;
bucket 72;;2.546;;;;;;2.390;89;
bucket 73;;2.553;;;;;;2.395;73;
bucket 74;;2.560;;;;;;2.400;69;
bucket 75;;2.567;;;;;;2.405;72;
bucket 76;;2.574;;;;;;2.410;60;
bucket 77;;2.581;;;;;;2.415;79;
bucket 78;;2.588;;;;;;2.420;67;
bucket 79;;2.595;;;;;;2.425;80;
bucket 80;;2.602;;;;;;2.430;82;
bucket 81;;2.609;;;;;;2.435;88;
bucket 82;;2.616;;;;;;2.440;85;
bucket 83;;2.623;;;;;;2.445;90;
bucket 84;;2.630;;;;;;2.450;73;
bucket 85;;2.637;;;;;;2.455;82;
bucket 86;;2.644;;;;;;2.460;95;
bucket 87;;2.651;;;;;;2.465;70;
bucket 88;;2.658;;;;;;2.470;83;
bucket 89;;2.665;;;;;;2.475;80;
bucket 90;;2.672;;;;;;2.480;92;
bucket 91;;2.679;;;;;;2.485;80;
bucket 92;;2.686;;;;;;2.490;81;
bucket 93;;2.693;;;;;;2.495;73;
bucket 94;;2.700;;;;;;2.500;73;
bucket 95;;2.707;;;;;;2.505;93;
bucket 96;;2.714;;;;;;2.510;69;
bucket 97;;2.721;;;;;;2.515;80;
bucket 98;;2.728;;;;;;2.520;75;
bucket 99;;2.735;;;;;;2.525;89;
bucket 100;;2.742;;;;;;2.530;81;
bucket 101;;2.749;;;;;;2.535;85;
bucket 102;;2.756;;;;;;2.540;67;
bucket 103;;2.763;;;;;;2.545;65;
bucket 104;;2.770;;;;;;2.550;76;
bucket 105;;2.777;;;;;;2.555;78;
bucket 106;;2.784;;;;;;2.560;64;
bucket 107;;2.791;;;;;;2.565;91;
bucket 108;;2.798;;;;;;2.570;83;
bucket 109;;2.805;;;;;;2.575;89;
bucket 110;;2.812;;;;;;2.580;80;
bucket 111;;2.819;;;;;;2.585;68;
bucket 112;;2.826;;;;;;2.590;81;
bucket 113;;2.833;;;;;;2.595;67;
bucket 114;;2.840;;;;;;2.600;53;
bucket 115;;2.847;;;;;;2.605;79;
bucket 116;;2.854;;;;;;2.610;78;
bucket 117;;2.861;;;;;;2.615;81;
bucket 118;;2.868;;;;;;2.620;90;
bucket 119;;2.875;;;;;;2.625;64;
bucket 120;;2.882;;;;;;2.630;80;
bucket 121;;2.889;;;;;;2.635;80;
bucket 122;;;;;;;;3.000;73;Running Hash HASH_CODE
bucket 123;;;;;;;;3.005;83;
bucket 124;;;;;;;;3.010;77;
bucket 125;;;;;;;;3.015;69;
bucket 126;;;;;;;;3.020;74;
bucket 127;;;;;;;;3.025;67;
10000;;;;;;;;3.030;71;
============;;;;;;;;3.035;74;
;;;;;;;;3.040;69;
bucket 0;;;;;;;;3.045;77;
bucket 1;;;;;;;;3.050;69;
bucket 2;;;;;;;;3.055;84;
bucket 3;;;;;;;;3.060;64;
bucket 4;;;;;;;;3.065;78;
bucket 5;;;;;;;;3.070;66;
bucket 6;;;;;;;;3.075;72;
bucket 7;;;;;;;;3.080;67;
bucket 8;;;;;;;;3.085;74;
bucket 9;;;;;;;;3.090;69;
bucket 10;;;;;;;;3.095;89;
bucket 11;;;;;;;;3.100;65;
bucket 12;;;;;;;;3.105;85;
bucket 13;;;;;;;;3.110;82;
bucket 14;;;;;;;;3.115;85;
bucket 15;;;;;;;;3.120;76;
bucket 16;;;;;;;;3.125;68;
bucket 17;;;;;;;;3.130;90;
bucket 18;;;;;;;;3.135;95;
bucket 19;;;;;;;;3.140;77;
bucket 20;;;;;;;;3.145;73;
bucket 21;;;;;;;;3.150;91;
bucket 22;;;;;;;;3.155;82;
bucket 23;;;;;;;;3.160;84;
bucket 24;;;;;;;;3.165;97;
bucket 25;;;;;;;;3.170;80;
bucket 26;;;;;;;;3.175;69;
bucket 27;;;;;;;;3.180;60;
bucket 28;;;;;;;;3.185;86;
bucket 29;;;;;;;;3.190;86;
bucket 30;;;;;;;;3.195;86;
bucket 31;;;;;;;;3.200;72;
bucket 32;;;;;;;;3.205;63;
bucket 33;;;;;;;;3.210;76;
bucket 34;;;;;;;;3.215;74;
bucket 35;;;;;;;;3.220;63;
bucket 36;;;;;;;;3.225;67;
bucket 37;;;;;;;;3.230;91;
bucket 38;;;;;;;;3.235;73;
bucket 39;;;;;;;;3.240;63;
bucket 40;;;;;;;;3.245;81;
bucket 41;;;;;;;;3.250;81;
bucket 42;;;;;;;;3.255;70;
bucket 43;;;;;;;;3.260;64;
bucket 44;;;;;;;;3.265;65;
bucket 45;;;;;;;;3.270;73;
bucket 46;;;;;;;;3.275;78;
bucket 47;;;;;;;;3.280;62;
bucket 48;;;;;;;;3.285;88;
bucket 49;;;;;;;;3.290;89;
bucket 50;;;;;;;;3.295;88;
bucket 51;;;;;;;;3.300;93;
bucket 52;;;;;;;;3.305;101;
bucket 53;;;;;;;;3.310;86;
bucket 54;;;;;;;;3.315;80;
bucket 55;;;;;;;;3.320;86;
bucket 56;;;;;;;;3.325;82;
bucket 57;;;;;;;;3.330;82;
bucket 58;;;;;;;;3.335;90;
bucket 59;;;;;;;;3.340;80;
bucket 60;;;;;;;;3.345;76;
bucket 61;;;;;;;;3.350;80;
bucket 62;;;;;;;;3.355;73;
bucket 63;;;;;;;;3.360;82;
bucket 64;;;;;;;;3.365;76;
bucket 65;;;;;;;;3.370;58;
bucket 66;;;;;;;;3.375;80;
bucket 67;;;;;;;;3.380;81;
bucket 68;;;;;;;;3.385;79;
bucket 69;;;;;;;;3.390;58;
bucket 70;;;;;;;;3.395;84;
bucket 71;;;;;;;;3.400;74;
bucket 72;;;;;;;;3.405;78;
bucket 73;;;;;;;;3.410;71;
bucket 74;;;;;;;;3.415;71;
bucket 75;;;;;;;;3.420;77;
bucket 76;;;;;;;;3.425;69;
bucket 77;;;;;;;;3.430;80;
bucket 78;;;;;;;;3.435;79;
bucket 79;;;;;;;;3.440;73;
bucket 80;;;;;;;;3.445;78;
bucket 81;;;;;;;;3.450;83;
bucket 82;;;;;;;;3.455;90;
bucket 83;;;;;;;;3.460;86;
bucket 84;;;;;;;;3.465;99;
bucket 85;;;;;;;;3.470;73;
bucket 86;;;;;;;;3.475;75;
bucket 87;;;;;;;;3.480;78;
bucket 88;;;;;;;;3.485;88;
bucket 89;;;;;;;;3.490;69;
bucket 90;;;;;;;;3.495;86;
bucket 91;;;;;;;;3.500;93;
bucket 92;;;;;;;;3.505;85;
bucket 93;;;;;;;;3.510;95;
bucket 94;;;;;;;;3.515;75;
bucket 95;;;;;;;;3.520;80;
bucket 96;;;;;;;;3.525;74;
bucket 97;;;;;;;;3.530;73;
bucket 98;;;;;;;;3.535;78;
bucket 99;;;;;;;;3.540;67;
bucket 100;;;;;;;;3.545;82;
bucket 101;;;;;;;;3.550;65;
bucket 102;;;;;;;;3.555;88;
bucket 103;;;;;;;;3.560;83;
bucket 104;;;;;;;;3.565;74;
bucket 105;;;;;;;;3.570;78;
bucket 106;;;;;;;;3.575;98;
bucket 107;;;;;;;;3.580;76;
bucket 108;;;;;;;;3.585;82;
bucket 109;;;;;;;;3.590;72;
bucket 110;;;;;;;;3.595;78;
bucket 111;;;;;;;;3.600;73;
bucket 112;;;;;;;;3.605;84;
bucket 113;;;;;;;;3.610;74;
bucket 114;;;;;;;;3.615;98;
bucket 115;;;;;;;;3.620;71;
bucket 116;;;;;;;;3.625;100;
bucket 117;;;;;;;;3.630;76;
bucket 118;;;;;;;;3.635;80;
bucket 119;;;;;;;;4.000;104;Running Hash BLAKE_2S
bucket 120;;;;;;;;4.005;84;
bucket 121;;;;;;;;4.010;85;
bucket 122;;;;;;;;4.015;70;
bucket 123;;;;;;;;4.020;80;
bucket 124;;;;;;;;4.025;73;
bucket 125;;;;;;;;4.030;74;
bucket 126;;;;;;;;4.035;74;
bucket 127;;;;;;;;4.040;89;
10000;;;;;;;;4.045;78;
============;;;;;;;;4.050;74;
;;;;;;;;4.055;85;
bucket 0;;;;;;;;4.060;70;
bucket 1;;;;;;;;4.065;74;
bucket 2;;;;;;;;4.070;66;
bucket 3;;;;;;;;4.075;95;
bucket 4;;;;;;;;4.080;77;
bucket 5;;;;;;;;4.085;68;
bucket 6;;;;;;;;4.090;88;
bucket 7;;;;;;;;4.095;85;
bucket 8;;;;;;;;4.100;70;
bucket 9;;;;;;;;4.105;88;
bucket 10;;;;;;;;4.110;76;
bucket 11;;;;;;;;4.115;111;
bucket 12;;;;;;;;4.120;76;
bucket 13;;;;;;;;4.125;66;
bucket 14;;;;;;;;4.130;76;
bucket 15;;;;;;;;4.135;84;
bucket 16;;;;;;;;4.140;54;
bucket 17;;;;;;;;4.145;76;
bucket 18;;;;;;;;4.150;76;
bucket 19;;;;;;;;4.155;74;
bucket 20;;;;;;;;4.160;66;
bucket 21;;;;;;;;4.165;85;
bucket 22;;;;;;;;4.170;89;
bucket 23;;;;;;;;4.175;93;
bucket 24;;;;;;;;4.180;80;
bucket 25;;;;;;;;4.185;70;
bucket 26;;;;;;;;4.190;85;
bucket 27;;;;;;;;4.195;72;
bucket 28;;;;;;;;4.200;82;
bucket 29;;;;;;;;4.205;81;
bucket 30;;;;;;;;4.210;77;
bucket 31;;;;;;;;4.215;75;
bucket 32;;;;;;;;4.220;68;
bucket 33;;;;;;;;4.225;71;
bucket 34;;;;;;;;4.230;88;
bucket 35;;;;;;;;4.235;78;
bucket 36;;;;;;;;4.240;70;
bucket 37;;;;;;;;4.245;76;
bucket 38;;;;;;;;4.250;77;
bucket 39;;;;;;;;4.255;87;
bucket 40;;;;;;;;4.260;90;
bucket 41;;;;;;;;4.265;60;
bucket 42;;;;;;;;4.270;66;
bucket 43;;;;;;;;4.275;84;
bucket 44;;;;;;;;4.280;76;
bucket 45;;;;;;;;4.285;87;
bucket 46;;;;;;;;4.290;62;
bucket 47;;;;;;;;4.295;68;
bucket 48;;;;;;;;4.300;82;
bucket 49;;;;;;;;4.305;67;
bucket 50;;;;;;;;4.310;83;
bucket 51;;;;;;;;4.315;84;
bucket 52;;;;;;;;4.320;69;
bucket 53;;;;;;;;4.325;88;
bucket 54;;;;;;;;4.330;68;
bucket 55;;;;;;;;4.335;72;
bucket 56;;;;;;;;4.340;73;
bucket 57;;;;;;;;4.345;67;
bucket 58;;;;;;;;4.350;89;
bucket 59;;;;;;;;4.355;70;
bucket 60;;;;;;;;4.360;94;
bucket 61;;;;;;;;4.365;82;
bucket 62;;;;;;;;4.370;72;
bucket 63;;;;;;;;4.375;93;
bucket 64;;;;;;;;4.380;82;
bucket 65;;;;;;;;4.385;60;
bucket 66;;;;;;;;4.390;72;
bucket 67;;;;;;;;4.395;69;
bucket 68;;;;;;;;4.400;80;
bucket 69;;;;;;;;4.405;83;
bucket 70;;;;;;;;4.410;74;
bucket 71;;;;;;;;4.415;68;
bucket 72;;;;;;;;4.420;74;
bucket 73;;;;;;;;4.425;63;
bucket 74;;;;;;;;4.430;69;
bucket 75;;;;;;;;4.435;76;
bucket 76;;;;;;;;4.440;88;
bucket 77;;;;;;;;4.445;65;
bucket 78;;;;;;;;4.450;80;
bucket 79;;;;;;;;4.455;73;
bucket 80;;;;;;;;4.460;76;
bucket 81;;;;;;;;4.465;100;
bucket 82;;;;;;;;4.470;83;
bucket 83;;;;;;;;4.475;86;
bucket 84;;;;;;;;4.480;88;
bucket 85;;;;;;;;4.485;71;
bucket 86;;;;;;;;4.490;75;
bucket 87;;;;;;;;4.495;78;
bucket 88;;;;;;;;4.500;79;
bucket 89;;;;;;;;4.505;96;
bucket 90;;;;;;;;4.510;90;
bucket 91;;;;;;;;4.515;80;
bucket 92;;;;;;;;4.520;70;
bucket 93;;;;;;;;4.525;95;
bucket 94;;;;;;;;4.530;67;
bucket 95;;;;;;;;4.535;96;
bucket 96;;;;;;;;4.540;77;
bucket 97;;;;;;;;4.545;84;
bucket 98;;;;;;;;4.550;79;
bucket 99;;;;;;;;4.555;78;
bucket 100;;;;;;;;4.560;77;
bucket 101;;;;;;;;4.565;94;
bucket 102;;;;;;;;4.570;79;
bucket 103;;;;;;;;4.575;73;
bucket 104;;;;;;;;4.580;76;
bucket 105;;;;;;;;4.585;91;
bucket 106;;;;;;;;4.590;64;
bucket 107;;;;;;;;4.595;72;
bucket 108;;;;;;;;4.600;79;
bucket 109;;;;;;;;4.605;63;
bucket 110;;;;;;;;4.610;81;
bucket 111;;;;;;;;4.615;79;
bucket 112;;;;;;;;4.620;74;
bucket 113;;;;;;;;4.625;86;
bucket 114;;;;;;;;4.630;72;
bucket 115;;;;;;;;4.635;80;
bucket 116;;;;;;;;5.000;87;Running Hash WHIRLPOOL
bucket 117;;;;;;;;5.005;74;
bucket 118;;;;;;;;5.010;88;
bucket 119;;;;;;;;5.015;65;
bucket 120;;;;;;;;5.020;95;
bucket 121;;;;;;;;5.025;71;
bucket 122;;;;;;;;5.030;77;
bucket 123;;;;;;;;5.035;93;
bucket 124;;;;;;;;5.040;58;
bucket 125;;;;;;;;5.045;77;
bucket 126;;;;;;;;5.050;71;
bucket 127;;;;;;;;5.055;80;
10000;;;;;;;;5.060;91;
============;;;;;;;;5.065;78;
;;;;;;;;5.070;85;
bucket 0;;;;;;;;5.075;84;
bucket 1;;;;;;;;5.080;85;
bucket 2;;;;;;;;5.085;63;
bucket 3;;;;;;;;5.090;75;
bucket 4;;;;;;;;5.095;70;
bucket 5;;;;;;;;5.100;80;
bucket 6;;;;;;;;5.105;82;
bucket 7;;;;;;;;5.110;71;
bucket 8;;;;;;;;5.115;76;
bucket 9;;;;;;;;5.120;85;
bucket 10;;;;;;;;5.125;77;
bucket 11;;;;;;;;5.130;71;
bucket 12;;;;;;;;5.135;96;
bucket 13;;;;;;;;5.140;82;
bucket 14;;;;;;;;5.145;88;
bucket 15;;;;;;;;5.150;71;
bucket 16;;;;;;;;5.155;76;
bucket 17;;;;;;;;5.160;86;
bucket 18;;;;;;;;5.165;69;
bucket 19;;;;;;;;5.170;72;
bucket 20;;;;;;;;5.175;78;
bucket 21;;;;;;;;5.180;75;
bucket 22;;;;;;;;5.185;63;
bucket 23;;;;;;;;5.190;79;
bucket 24;;;;;;;;5.195;76;
